,N,sx,sy,sz,sx_err_stat,sy_err_stat,sz_err_stat,sx_err_sm,sy_err_sm,sz_err_sm,sx_err_tot,sy_err_tot,sz_err_tot,M,Mxder,Myder,Mzder,Meder,M_err_no_Ebeam,M_err_due_to_Ebeam,M_err_with_Ebeam,varN,varN_top_no_Ebeam,varN_bottom_no_Ebeam,varN_top_with_Ebeam,varN_bottom_with_Ebeam
0,0.0,409.9686734423449,219.555594558961,20.648305116336083,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,1881908.8158217196,4242.3851668991,6601.59186349357,91141.07938732614,207438.62832760654,45955.794361871805,207438.62832760654,212468.16128038935,0.0,0.0,0.0,0.0,0.0
1,260630.46602852448,412.1013836584447,221.2320342233993,20.785968420202025,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,1914770.1890331632,4296.603140129854,6681.015074468939,92118.40171816027,210827.29364664765,46515.83326099367,210827.29364664765,215897.8241908296,296106.389045973,296989.6692667636,295265.00635058765,300614.7763440025,292511.65981406457
2,521260.93205704895,414.23409387454456,222.90847388783757,20.92363172406796,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,1948012.0924693092,4351.194399863436,6760.936039417507,93101.05043707861,214251.86932043874,47079.473045388535,214251.86932043874,219363.48896189136,660743.1048522695,664197.5919431454,657451.6533179482,678443.2296840388,646625.894925903
3,781891.3980855735,416.3668040906444,224.58491355227585,21.0612950279339,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,1981631.0625976499,4406.101615028739,6841.333017082354,94088.75664907518,217712.40786471448,47646.43845776748,217712.40786471448,222865.1512371587,1090401.9830977048,1098002.5764110503,1083158.3061758915,1129495.4507063685,1059212.8806826053
4,1042521.8641140979,418.49951430674423,226.26135321671413,21.198958331799837,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2015644.9405710492,4461.3776063348605,6922.237766886279,95082.26343119175,221209.56744765543,48217.04856615026,221209.56744765543,226403.52581797243,1581729.8442894253,1594944.568688232,1569132.5788209923,1649959.0876180732,1527280.268514867
5,1303152.3301426223,420.63222452284407,227.93779288115243,21.33662163566578,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2050049.5624674647,4517.026030846675,7003.65416332457,96081.26335430027,224743.65162028978,48791.32779087277,224743.65162028978,229978.91775382057,2131525.4712837394,2151721.4783568108,2112268.449157781,2236196.3306535636,2047970.2174136308
6,1563782.796171147,422.7649347389439,229.6142325455907,21.474284939531714,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2084847.4862087856,4573.0361889880505,7085.581522273776,97085.76989079709,228315.30047458914,49369.24226781433,228315.30047458914,233591.94873304188,2736730.289825825,2765179.392219347,2709597.3711259523,2884733.137221993,2618551.1876785187
7,1824413.2621996712,424.89764495504375,231.290672210029,21.611948243397652,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2120048.1247317297,4629.443347432621,7168.018637276839,98096.11335615678,231924.34310836802,49950.8929692458,231924.34310836802,237242.47645536214,3394417.127895518,3432300.9015914546,3358277.4363947534,3592245.0903743627,3236408.775020143
8,2085043.7282281958,427.0303551711436,232.96711187446726,21.74961154726359,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2155642.437346871,4686.155865301714,7250.951721532061,99111.7672452445,235570.52478009427,50535.94021105714,235570.52478009427,240930.18365946712,4101800.901544217,4150215.8962580664,4055603.948039607,4355571.500874651,3899053.9987779055
9,2345674.19425672,429.1630653872434,234.64355153890557,21.88727485112953,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2191627.6531533897,4743.2265247341475,7334.3577833228455,100132.50475722367,239253.83647239194,51124.41980852599,239253.83647239194,244655.07263802332,4856222.652470037,4916185.343171877,4798993.708230187,5171696.235176001,4604109.706421901
10,2606304.6602852447,431.29577560334326,236.31999120334385,22.024938154995468,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2228031.163243613,4800.69509939723,7418.305687122765,101159.47420893321,242976.1811616836,51716.80151700478,242976.1811616836,248419.1058897535,5655105.814545337,5727555.9379891725,5585942.798897579,6037696.15792268,5349272.716979447
11,2866935.1263137693,433.4284858194431,237.99643086778212,22.162601458861406,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2264840.340294025,4858.536086821156,7502.768804692249,102191.98971285296,246736.8761245752,52312.87064041544,246736.8761245752,252221.57416516694,6496028.476631215,6581834.548456787,6414096.78127276,6950826.798605522,6132376.064129448
12,3127565.592342294,435.56119603554293,239.67287053222043,22.300264762727345,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2302047.532918609,4916.7216763398,7587.704011599886,103229.60545142274,250535.31216871145,52912.32914314221,250535.31216871145,256061.82304050308,7376681.387967023,7476644.526318161,7281210.285818988,7908472.16816885,6951353.074928612
13,3388196.0583708184,437.6939062516428,241.3493101966587,22.437928066593283,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2339672.7584783956,4975.255056279841,7673.151872866631,104273.11967194593,254372.66764843414,53515.397228500224,254372.66764843414,259941.05444716674,8294810.664349082,8409666.900466848,8185091.1552248495,8908077.544866238,7804187.569448493
14,3648826.5243993425,439.8266164677426,243.02574986109698,22.57559137045922,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2377704.9799708584,5034.159917677502,7759.093690063441,105321.93557871315,258248.3969313012,54122.04227759851,258248.3969313012,263858.73110034666,9248316.417936666,9378742.50423418,9123695.782513836,9947267.109789222,8688998.35495539
15,3909456.990427867,441.95932668384245,244.7021895255353,22.71325467432516,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2416154.3736720886,5093.427607780913,7845.552087542581,106376.40480486867,262163.8352439967,54732.355473299496,262163.8352439967,267816.18182159396,10235151.294793364,10381766.404931976,10095031.496828483,11023725.134048402,9603950.891905874
16,4170087.4564563916,444.0920368999423,246.37862918997357,22.8509179781911,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2455030.7232185723,5153.096660714724,7932.52872074487,107436.85332736532,266119.1049527966,55346.46152870949,266119.1049527966,271813.5552628428,11253350.90812389,11416719.72058981,11097185.702947801,12135226.999023216,10547286.74565792
17,4430717.922484916,446.22474711604207,248.05506885441184,22.988581282057037,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,2494320.8898984925,5213.097913538079,8019.9982711166185,108502.60219604551,270113.3802033146,55964.02600559407,270113.3802033146,275849.9780163399,12301101.155104175,12481738.509064373,12128391.694620952,13279723.425998084,11517378.72597749
