#    N     S[cm]       BetaX       AlfaX       BetaY       AlfaY        DspX       DspXp        DspY       DspYp
0   748.1540497206786   521.6975768499507   9.44750447516652   283.4389804788383   -4.8789230736420945   0.0077048844477808   -0.0001456779863454865   0   0
0   752.1548735159763   448.87122327764183   8.755334883018488   323.8791751776812   -5.22904396895992   0.007122052493558721   -0.00014567798634548823   0   0
0   756.155697311274   381.58336661980945   8.063165290870456   367.12091377618276   -5.579164864277748   0.006539220539336643   -0.00014566303220510645   0   0
0   760.1565211065719   325.70855856017204   5.892050029021553   406.3169871524001   -4.058205967972995   0.006011061149095256   -0.00011705472811821438   0   0
0   764.1573449018696   286.11611789699987   4.068364814417265   431.1682626716963   -2.112840250720641   0.0056000056176163885   -8.876011738892238e-05   0   0
0   768.1581686971673   259.7502455039857   2.5645936859890117   439.6908560257665   -0.0034814783675061745   0.005298502772487343   -6.220190380101798e-05   0   0
0   772.158992492465   244.53767262410332   1.262488284111948   431.2232657581927   2.1061476230517484   0.0051006543250443105   -3.6860530853687454e-05   0   0
0   776.1598162877627   239.28216505741955   0.059658144504698474   406.42272245918144   4.052303337064107   0.0050025897731121455   -1.2240246798303985e-05   0   0
0   780.1606400830606   241.30923528221885   -0.3210369269229596   370.74706057763746   4.445250439407442   0.004979023852396412   -4.6675677683001105e-06   0   0
0   784.1614638783583   243.95106728674364   -0.3393253765255635   336.0720658767685   4.221219678852884   0.004960349736202838   -4.667567768299674e-06   0   0
